Name,Composer,Miliseconds,Bytes,Album,Artist,Genre,MediaType
For Those About To Rock (We Salute You),"Angus Young, Malcolm Young, Brian Johnson",0,11170334,For Those About To Rock We Salute You,AC/DC,Rock,MPEG audio file
Balls to the Wall,"U. Dirkschneider, W. Hoffmann, H. Frank, P. Baltes, S. Kaufmann, G. Hoffmann",0,5510424,Balls to the Wall,Accept,Rock,Protected AAC audio file
Fast As a Shark,"F. Baltes, S. Kaufman, U. Dirkscneider & W. Hoffman",0,3990994,Restless and Wild,Aerosmith,Rock,Protected AAC audio file
Restless and Wild,"F. Baltes, R.A. Smith-Diesel, S. Kaufman, U. Dirkscneider & W. Hoffman",0,4331779,Restless and Wild,Aerosmith,Rock,Protected AAC audio file
Princess of the Dawn,Deaffy & R.A. Smith-Diesel,0,6290521,Restless and Wild,Aerosmith,Rock,Protected AAC audio file
Put The Finger On You,"Angus Young, Malcolm Young, Brian Johnson",0,6713451,For Those About To Rock We Salute You,AC/DC,Rock,MPEG audio file
Let's Get It Up,"Angus Young, Malcolm Young, Brian Johnson",0,7636561,For Those About To Rock We Salute You,AC/DC,Rock,MPEG audio file
Inject The Venom,"Angus Young, Malcolm Young, Brian Johnson",0,6852860,For Those About To Rock We Salute You,AC/DC,Rock,MPEG audio file
Snowballed,"Angus Young, Malcolm Young, Brian Johnson",0,6599424,For Those About To Rock We Salute You,AC/DC,Rock,MPEG audio file
Evil Walks,"Angus Young, Malcolm Young, Brian Johnson",0,8611245,For Those About To Rock We Salute You,AC/DC,Rock,MPEG audio file
C.O.D.,"Angus Young, Malcolm Young, Brian Johnson",0,6566314,For Those About To Rock We Salute You,AC/DC,Rock,MPEG audio file
Breaking The Rules,"Angus Young, Malcolm Young, Brian Johnson",0,8596840,For Those About To Rock We Salute You,AC/DC,Rock,MPEG audio file
Night Of The Long Knives,"Angus Young, Malcolm Young, Brian Johnson",0,6706347,For Those About To Rock We Salute You,AC/DC,Rock,MPEG audio file
Spellbound,"Angus Young, Malcolm Young, Brian Johnson",0,8817038,For Those About To Rock We Salute You,AC/DC,Rock,MPEG audio file
Go Down,AC/DC,0,10847611,Let There Be Rock,Alanis Morissette,Rock,MPEG audio file
Dog Eat Dog,AC/DC,0,7032162,Let There Be Rock,Alanis Morissette,Rock,MPEG audio file
Let There Be Rock,AC/DC,0,12021261,Let There Be Rock,Alanis Morissette,Rock,MPEG audio file
Bad Boy Boogie,AC/DC,0,8776140,Let There Be Rock,Alanis Morissette,Rock,MPEG audio file
Problem Child,AC/DC,0,10617116,Let There Be Rock,Alanis Morissette,Rock,MPEG audio file
Overdose,AC/DC,0,12066294,Let There Be Rock,Alanis Morissette,Rock,MPEG audio file
Hell Ain't A Bad Place To Be,AC/DC,0,8331286,Let There Be Rock,Alanis Morissette,Rock,MPEG audio file
Whole Lotta Rosie,AC/DC,0,10547154,Let There Be Rock,Alanis Morissette,Rock,MPEG audio file
Walk On Water,"Steven Tyler, Joe Perry, Jack Blades, Tommy Shaw",0,9719579,Big Ones,Alice In Chains,Rock,MPEG audio file
Love In An Elevator,"Steven Tyler, Joe Perry",0,10552051,Big Ones,Alice In Chains,Rock,MPEG audio file
Rag Doll,"Steven Tyler, Joe Perry, Jim Vallance, Holly Knight",0,8675345,Big Ones,Alice In Chains,Rock,MPEG audio file
What It Takes,"Steven Tyler, Joe Perry, Desmond Child",0,10144730,Big Ones,Alice In Chains,Rock,MPEG audio file
Dude (Looks Like A Lady),"Steven Tyler, Joe Perry, Desmond Child",0,8679940,Big Ones,Alice In Chains,Rock,MPEG audio file
Janie's Got A Gun,"Steven Tyler, Tom Hamilton",0,10869391,Big Ones,Alice In Chains,Rock,MPEG audio file
Cryin',"Steven Tyler, Joe Perry, Taylor Rhodes",0,10056995,Big Ones,Alice In Chains,Rock,MPEG audio file
Amazing,"Steven Tyler, Richie Supa",0,11616195,Big Ones,Alice In Chains,Rock,MPEG audio file
Blind Man,"Steven Tyler, Joe Perry, Taylor Rhodes",0,7877453,Big Ones,Alice In Chains,Rock,MPEG audio file
Deuces Are Wild,"Steven Tyler, Jim Vallance",0,7074167,Big Ones,Alice In Chains,Rock,MPEG audio file
The Other Side,"Steven Tyler, Jim Vallance",0,7983270,Big Ones,Alice In Chains,Rock,MPEG audio file
Crazy,"Steven Tyler, Joe Perry, Desmond Child",0,10402398,Big Ones,Alice In Chains,Rock,MPEG audio file
Eat The Rich,"Steven Tyler, Joe Perry, Jim Vallance",0,8262039,Big Ones,Alice In Chains,Rock,MPEG audio file
Angel,"Steven Tyler, Desmond Child",0,9989331,Big Ones,Alice In Chains,Rock,MPEG audio file
Livin' On The Edge,"Steven Tyler, Joe Perry, Mark Hudson",0,12374569,Big Ones,Alice In Chains,Rock,MPEG audio file
All I Really Want,Alanis Morissette & Glenn Ballard,0,9375567,Jagged Little Pill,Antônio Carlos Jobim,Rock,MPEG audio file
You Oughta Know,Alanis Morissette & Glenn Ballard,0,8196916,Jagged Little Pill,Antônio Carlos Jobim,Rock,MPEG audio file
Perfect,Alanis Morissette & Glenn Ballard,0,6145404,Jagged Little Pill,Antônio Carlos Jobim,Rock,MPEG audio file
Hand In My Pocket,Alanis Morissette & Glenn Ballard,0,7224246,Jagged Little Pill,Antônio Carlos Jobim,Rock,MPEG audio file
Right Through You,Alanis Morissette & Glenn Ballard,0,5793082,Jagged Little Pill,Antônio Carlos Jobim,Rock,MPEG audio file
Forgiven,Alanis Morissette & Glenn Ballard,0,9753256,Jagged Little Pill,Antônio Carlos Jobim,Rock,MPEG audio file
You Learn,Alanis Morissette & Glenn Ballard,0,7824837,Jagged Little Pill,Antônio Carlos Jobim,Rock,MPEG audio file
Head Over Feet,Alanis Morissette & Glenn Ballard,0,8758008,Jagged Little Pill,Antônio Carlos Jobim,Rock,MPEG audio file
Mary Jane,Alanis Morissette & Glenn Ballard,0,9163588,Jagged Little Pill,Antônio Carlos Jobim,Rock,MPEG audio file
Ironic,Alanis Morissette & Glenn Ballard,0,7598866,Jagged Little Pill,Antônio Carlos Jobim,Rock,MPEG audio file
Not The Doctor,Alanis Morissette & Glenn Ballard,0,7604601,Jagged Little Pill,Antônio Carlos Jobim,Rock,MPEG audio file
Wake Up,Alanis Morissette & Glenn Ballard,0,9703359,Jagged Little Pill,Antônio Carlos Jobim,Rock,MPEG audio file
You Oughta Know (Alternate),Alanis Morissette & Glenn Ballard,0,16008629,Jagged Little Pill,Antônio Carlos Jobim,Rock,MPEG audio file
We Die Young,Jerry Cantrell,0,4925362,Facelift,Apocalyptica,Rock,MPEG audio file
Man In The Box,"Jerry Cantrell, Layne Staley",0,9310272,Facelift,Apocalyptica,Rock,MPEG audio file
Sea Of Sorrow,Jerry Cantrell,0,11316328,Facelift,Apocalyptica,Rock,MPEG audio file
Bleed The Freak,Jerry Cantrell,0,7847716,Facelift,Apocalyptica,Rock,MPEG audio file
I Can't Remember,"Jerry Cantrell, Layne Staley",0,7302550,Facelift,Apocalyptica,Rock,MPEG audio file
"Love, Hate, Love","Jerry Cantrell, Layne Staley",0,12575396,Facelift,Apocalyptica,Rock,MPEG audio file
It Ain't Like That,"Jerry Cantrell, Michael Starr, Sean Kinney",0,8993793,Facelift,Apocalyptica,Rock,MPEG audio file
Sunshine,Jerry Cantrell,0,9216057,Facelift,Apocalyptica,Rock,MPEG audio file
Put You Down,Jerry Cantrell,0,6420530,Facelift,Apocalyptica,Rock,MPEG audio file
Confusion,"Jerry Cantrell, Michael Starr, Layne Staley",0,11183647,Facelift,Apocalyptica,Rock,MPEG audio file
I Know Somethin (Bout You),Jerry Cantrell,0,8497788,Facelift,Apocalyptica,Rock,MPEG audio file
Real Thing,"Jerry Cantrell, Layne Staley",0,7937731,Facelift,Apocalyptica,Rock,MPEG audio file
Desafinado,,0,5990473,Warner 25 Anos,Audioslave,Jazz,MPEG audio file
Garota De Ipanema,,0,9348428,Warner 25 Anos,Audioslave,Jazz,MPEG audio file
Samba De Uma Nota Só (One Note Samba),,0,4535401,Warner 25 Anos,Audioslave,Jazz,MPEG audio file
Por Causa De Você,,0,5536496,Warner 25 Anos,Audioslave,Jazz,MPEG audio file
Ligia,,0,8226934,Warner 25 Anos,Audioslave,Jazz,MPEG audio file
Fotografia,,0,4198774,Warner 25 Anos,Audioslave,Jazz,MPEG audio file
Dindi (Dindi),,0,8149148,Warner 25 Anos,Audioslave,Jazz,MPEG audio file
Se Todos Fossem Iguais A Você (Instrumental),,0,4393377,Warner 25 Anos,Audioslave,Jazz,MPEG audio file
Falando De Amor,,0,7121735,Warner 25 Anos,Audioslave,Jazz,MPEG audio file
Angela,,0,5574957,Warner 25 Anos,Audioslave,Jazz,MPEG audio file
Corcovado (Quiet Nights Of Quiet Stars),,0,6687994,Warner 25 Anos,Audioslave,Jazz,MPEG audio file
Outra Vez,,0,4110053,Warner 25 Anos,Audioslave,Jazz,MPEG audio file
O Boto (Bôto),,0,12089673,Warner 25 Anos,Audioslave,Jazz,MPEG audio file
"Canta, Canta Mais",,0,8719426,Warner 25 Anos,Audioslave,Jazz,MPEG audio file
Enter Sandman,Apocalyptica,0,7286305,Plays Metallica By Four Cellos,BackBeat,Metal,MPEG audio file
Master Of Puppets,Apocalyptica,0,14375310,Plays Metallica By Four Cellos,BackBeat,Metal,MPEG audio file
Harvester Of Sorrow,Apocalyptica,0,12372536,Plays Metallica By Four Cellos,BackBeat,Metal,MPEG audio file
The Unforgiven,Apocalyptica,0,10422447,Plays Metallica By Four Cellos,BackBeat,Metal,MPEG audio file
Sad But True,Apocalyptica,0,9405526,Plays Metallica By Four Cellos,BackBeat,Metal,MPEG audio file
Creeping Death,Apocalyptica,0,10110980,Plays Metallica By Four Cellos,BackBeat,Metal,MPEG audio file
Wherever I May Roam,Apocalyptica,0,12033110,Plays Metallica By Four Cellos,BackBeat,Metal,MPEG audio file
Welcome Home (Sanitarium),Apocalyptica,0,11406431,Plays Metallica By Four Cellos,BackBeat,Metal,MPEG audio file
Cochise,Audioslave/Chris Cornell,0,5339931,Audioslave,Billy Cobham,Rock,MPEG audio file
Show Me How to Live,Audioslave/Chris Cornell,0,6672176,Audioslave,Billy Cobham,Rock,MPEG audio file
Gasoline,Audioslave/Chris Cornell,0,6709793,Audioslave,Billy Cobham,Rock,MPEG audio file
What You Are,Audioslave/Chris Cornell,0,5988186,Audioslave,Billy Cobham,Rock,MPEG audio file
Like a Stone,Audioslave/Chris Cornell,0,7059624,Audioslave,Billy Cobham,Rock,MPEG audio file
Set It Off,Audioslave/Chris Cornell,0,6321091,Audioslave,Billy Cobham,Rock,MPEG audio file
Shadow on the Sun,Audioslave/Chris Cornell,0,8245793,Audioslave,Billy Cobham,Rock,MPEG audio file
I am the Highway,Audioslave/Chris Cornell,0,8041411,Audioslave,Billy Cobham,Rock,MPEG audio file
Exploder,Audioslave/Chris Cornell,0,4948095,Audioslave,Billy Cobham,Rock,MPEG audio file
Hypnotize,Audioslave/Chris Cornell,0,4961887,Audioslave,Billy Cobham,Rock,MPEG audio file
Bring'em Back Alive,Audioslave/Chris Cornell,0,7911634,Audioslave,Billy Cobham,Rock,MPEG audio file
Light My Way,Audioslave/Chris Cornell,0,7289084,Audioslave,Billy Cobham,Rock,MPEG audio file
Getaway Car,Audioslave/Chris Cornell,0,7193162,Audioslave,Billy Cobham,Rock,MPEG audio file
The Last Remaining Light,Audioslave/Chris Cornell,0,7622615,Audioslave,Billy Cobham,Rock,MPEG audio file
Your Time Has Come,"Cornell, Commerford, Morello, Wilk",0,8273592,Out Of Exile,Black Label Society,Alternative & Punk,MPEG audio file
Out Of Exile,"Cornell, Commerford, Morello, Wilk",0,9506571,Out Of Exile,Black Label Society,Alternative & Punk,MPEG audio file
Be Yourself,"Cornell, Commerford, Morello, Wilk",0,9106160,Out Of Exile,Black Label Society,Alternative & Punk,MPEG audio file
Doesn't Remind Me,"Cornell, Commerford, Morello, Wilk",0,8357387,Out Of Exile,Black Label Society,Alternative & Punk,MPEG audio file
Drown Me Slowly,"Cornell, Commerford, Morello, Wilk",0,7609178,Out Of Exile,Black Label Society,Alternative & Punk,MPEG audio file
Heaven's Dead,"Cornell, Commerford, Morello, Wilk",0,9006158,Out Of Exile,Black Label Society,Alternative & Punk,MPEG audio file
The Worm,"Cornell, Commerford, Morello, Wilk",0,7710800,Out Of Exile,Black Label Society,Alternative & Punk,MPEG audio file
Man Or Animal,"Cornell, Commerford, Morello, Wilk",0,7542942,Out Of Exile,Black Label Society,Alternative & Punk,MPEG audio file
Yesterday To Tomorrow,"Cornell, Commerford, Morello, Wilk",0,8944205,Out Of Exile,Black Label Society,Alternative & Punk,MPEG audio file
Dandelion,"Cornell, Commerford, Morello, Wilk",0,9003592,Out Of Exile,Black Label Society,Alternative & Punk,MPEG audio file
#1 Zero,"Cornell, Commerford, Morello, Wilk",0,9731988,Out Of Exile,Black Label Society,Alternative & Punk,MPEG audio file
The Curse,"Cornell, Commerford, Morello, Wilk",0,10029406,Out Of Exile,Black Label Society,Alternative & Punk,MPEG audio file
Money,"Berry Gordy, Jr./Janie Bradford",0,2365897,BackBeat Soundtrack,Black Sabbath,Rock And Roll,MPEG audio file
Long Tall Sally,"Enotris Johnson/Little Richard/Robert ""Bumps"" Blackwell",0,1707084,BackBeat Soundtrack,Black Sabbath,Rock And Roll,MPEG audio file
Bad Boy,Larry Williams,0,1862126,BackBeat Soundtrack,Black Sabbath,Rock And Roll,MPEG audio file
Twist And Shout,Bert Russell/Phil Medley,0,2582553,BackBeat Soundtrack,Black Sabbath,Rock And Roll,MPEG audio file
Please Mr. Postman,Brian Holland/Freddie Gorman/Georgia Dobbins/Robert Bateman/William Garrett,0,2206986,BackBeat Soundtrack,Black Sabbath,Rock And Roll,MPEG audio file
C'Mon Everybody,Eddie Cochran/Jerry Capehart,0,2247846,BackBeat Soundtrack,Black Sabbath,Rock And Roll,MPEG audio file
Rock 'N' Roll Music,Chuck Berry,0,2276788,BackBeat Soundtrack,Black Sabbath,Rock And Roll,MPEG audio file
Slow Down,Larry Williams,0,2616981,BackBeat Soundtrack,Black Sabbath,Rock And Roll,MPEG audio file
Roadrunner,Bo Diddley,0,2301989,BackBeat Soundtrack,Black Sabbath,Rock And Roll,MPEG audio file
Carol,Chuck Berry,0,2306019,BackBeat Soundtrack,Black Sabbath,Rock And Roll,MPEG audio file
Good Golly Miss Molly,Little Richard,0,1704918,BackBeat Soundtrack,Black Sabbath,Rock And Roll,MPEG audio file
20 Flight Rock,Ned Fairchild,0,1299960,BackBeat Soundtrack,Black Sabbath,Rock And Roll,MPEG audio file
Quadrant,Billy Cobham,0,8538199,The Best Of Billy Cobham,Body Count,Jazz,MPEG audio file
Snoopy's search-Red baron,Billy Cobham,0,15075616,The Best Of Billy Cobham,Body Count,Jazz,MPEG audio file
"Spanish moss-""A sound portrait""-Spanish moss",Billy Cobham,0,8217867,The Best Of Billy Cobham,Body Count,Jazz,MPEG audio file
Moon germs,Billy Cobham,0,9714812,The Best Of Billy Cobham,Body Count,Jazz,MPEG audio file
Stratus,Billy Cobham,0,19115680,The Best Of Billy Cobham,Body Count,Jazz,MPEG audio file
The pleasant pheasant,Billy Cobham,0,10630578,The Best Of Billy Cobham,Body Count,Jazz,MPEG audio file
Solo-Panhandler,Billy Cobham,0,8230661,The Best Of Billy Cobham,Body Count,Jazz,MPEG audio file
Do what cha wanna,George Duke,0,9018565,The Best Of Billy Cobham,Body Count,Jazz,MPEG audio file
Intro/ Low Down,,0,10642901,Alcohol Fueled Brewtality Live! [Disc 1],Bruce Dickinson,Metal,MPEG audio file
13 Years Of Grief,,0,8137421,Alcohol Fueled Brewtality Live! [Disc 1],Bruce Dickinson,Metal,MPEG audio file
Stronger Than Death,,0,9869647,Alcohol Fueled Brewtality Live! [Disc 1],Bruce Dickinson,Metal,MPEG audio file
All For You,,0,7726948,Alcohol Fueled Brewtality Live! [Disc 1],Bruce Dickinson,Metal,MPEG audio file
Super Terrorizer,,0,10513905,Alcohol Fueled Brewtality Live! [Disc 1],Bruce Dickinson,Metal,MPEG audio file
Phoney Smile Fake Hellos,,0,9011701,Alcohol Fueled Brewtality Live! [Disc 1],Bruce Dickinson,Metal,MPEG audio file
Lost My Better Half,,0,9355309,Alcohol Fueled Brewtality Live! [Disc 1],Bruce Dickinson,Metal,MPEG audio file
Bored To Tears,,0,8130090,Alcohol Fueled Brewtality Live! [Disc 1],Bruce Dickinson,Metal,MPEG audio file
A.N.D.R.O.T.A.Z.,,0,8574746,Alcohol Fueled Brewtality Live! [Disc 1],Bruce Dickinson,Metal,MPEG audio file
Born To Booze,,0,9257358,Alcohol Fueled Brewtality Live! [Disc 1],Bruce Dickinson,Metal,MPEG audio file
World Of Trouble,,0,11820932,Alcohol Fueled Brewtality Live! [Disc 1],Bruce Dickinson,Metal,MPEG audio file
No More Tears,,0,18041629,Alcohol Fueled Brewtality Live! [Disc 1],Bruce Dickinson,Metal,MPEG audio file
The Begining... At Last,,0,11965109,Alcohol Fueled Brewtality Live! [Disc 1],Bruce Dickinson,Metal,MPEG audio file
Heart Of Gold,,0,6417460,Alcohol Fueled Brewtality Live! [Disc 2],Buddy Guy,Metal,MPEG audio file
Snowblind,,0,13842549,Alcohol Fueled Brewtality Live! [Disc 2],Buddy Guy,Metal,MPEG audio file
Like A Bird,,0,9115657,Alcohol Fueled Brewtality Live! [Disc 2],Buddy Guy,Metal,MPEG audio file
Blood In The Wall,,0,9359475,Alcohol Fueled Brewtality Live! [Disc 2],Buddy Guy,Metal,MPEG audio file
The Beginning...At Last,,0,8975814,Alcohol Fueled Brewtality Live! [Disc 2],Buddy Guy,Metal,MPEG audio file
Black Sabbath,,0,12440200,Black Sabbath,Caetano Veloso,Metal,MPEG audio file
The Wizard,,0,8646737,Black Sabbath,Caetano Veloso,Metal,MPEG audio file
Behind The Wall Of Sleep,,0,7169049,Black Sabbath,Caetano Veloso,Metal,MPEG audio file
N.I.B.,,0,12029390,Black Sabbath,Caetano Veloso,Metal,MPEG audio file
Evil Woman,,0,6655170,Black Sabbath,Caetano Veloso,Metal,MPEG audio file
Sleeping Village,,0,21128525,Black Sabbath,Caetano Veloso,Metal,MPEG audio file
Warning,,0,6893363,Black Sabbath,Caetano Veloso,Metal,MPEG audio file
Wheels Of Confusion / The Straightener,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",0,16065830,Black Sabbath Vol. 4 (Remaster),Chico Buarque,Metal,MPEG audio file
Tomorrow's Dream,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",0,6252071,Black Sabbath Vol. 4 (Remaster),Chico Buarque,Metal,MPEG audio file
Changes,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",0,9175517,Black Sabbath Vol. 4 (Remaster),Chico Buarque,Metal,MPEG audio file
FX,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",0,3331776,Black Sabbath Vol. 4 (Remaster),Chico Buarque,Metal,MPEG audio file
Supernaut,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",0,9245971,Black Sabbath Vol. 4 (Remaster),Chico Buarque,Metal,MPEG audio file
Snowblind,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",0,10813386,Black Sabbath Vol. 4 (Remaster),Chico Buarque,Metal,MPEG audio file
Cornucopia,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",0,7653880,Black Sabbath Vol. 4 (Remaster),Chico Buarque,Metal,MPEG audio file
Laguna Sunrise,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",0,5671374,Black Sabbath Vol. 4 (Remaster),Chico Buarque,Metal,MPEG audio file
St. Vitus Dance,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",0,4884969,Black Sabbath Vol. 4 (Remaster),Chico Buarque,Metal,MPEG audio file
Under The Sun/Every Day Comes and Goes,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",0,11360486,Black Sabbath Vol. 4 (Remaster),Chico Buarque,Metal,MPEG audio file
Smoked Pork,,0,1549074,Body Count,Chico Science & Nação Zumbi,Alternative & Punk,MPEG audio file
Body Count's In The House,,0,6715413,Body Count,Chico Science & Nação Zumbi,Alternative & Punk,MPEG audio file
Now Sports,,0,161266,Body Count,Chico Science & Nação Zumbi,Alternative & Punk,MPEG audio file
Body Count,,0,10489139,Body Count,Chico Science & Nação Zumbi,Alternative & Punk,MPEG audio file
A Statistic,,0,211997,Body Count,Chico Science & Nação Zumbi,Alternative & Punk,MPEG audio file
Bowels Of The Devil,,0,7324125,Body Count,Chico Science & Nação Zumbi,Alternative & Punk,MPEG audio file
The Real Problem,,0,387360,Body Count,Chico Science & Nação Zumbi,Alternative & Punk,MPEG audio file
KKK Bitch,,0,5709631,Body Count,Chico Science & Nação Zumbi,Alternative & Punk,MPEG audio file
D Note,,0,3067064,Body Count,Chico Science & Nação Zumbi,Alternative & Punk,MPEG audio file
Voodoo,,0,9875962,Body Count,Chico Science & Nação Zumbi,Alternative & Punk,MPEG audio file
The Winner Loses,,0,12843821,Body Count,Chico Science & Nação Zumbi,Alternative & Punk,MPEG audio file
There Goes The Neighborhood,,0,11443471,Body Count,Chico Science & Nação Zumbi,Alternative & Punk,MPEG audio file
Oprah,,0,224313,Body Count,Chico Science & Nação Zumbi,Alternative & Punk,MPEG audio file
Evil Dick,,0,7828873,Body Count,Chico Science & Nação Zumbi,Alternative & Punk,MPEG audio file
Body Count Anthem,,0,5463690,Body Count,Chico Science & Nação Zumbi,Alternative & Punk,MPEG audio file
Momma's Gotta Die Tonight,,0,12122946,Body Count,Chico Science & Nação Zumbi,Alternative & Punk,MPEG audio file
Freedom Of Speech,,0,9337917,Body Count,Chico Science & Nação Zumbi,Alternative & Punk,MPEG audio file
King In Crimson,Roy Z,0,9218499,Chemical Wedding,Cidade Negra,Metal,MPEG audio file
Chemical Wedding,Roy Z,0,8022764,Chemical Wedding,Cidade Negra,Metal,MPEG audio file
The Tower,Roy Z,0,9435693,Chemical Wedding,Cidade Negra,Metal,MPEG audio file
Killing Floor,Adrian Smith,0,8854240,Chemical Wedding,Cidade Negra,Metal,MPEG audio file
Book Of Thel,Eddie Casillas/Roy Z,0,16034404,Chemical Wedding,Cidade Negra,Metal,MPEG audio file
Gates Of Urizen,Roy Z,0,8627004,Chemical Wedding,Cidade Negra,Metal,MPEG audio file
Jerusalem,Roy Z,0,13194463,Chemical Wedding,Cidade Negra,Metal,MPEG audio file
Trupets Of Jericho,Roy Z,0,11820908,Chemical Wedding,Cidade Negra,Metal,MPEG audio file
Machine Men,Adrian Smith,0,11138147,Chemical Wedding,Cidade Negra,Metal,MPEG audio file
The Alchemist,Roy Z,0,16545657,Chemical Wedding,Cidade Negra,Metal,MPEG audio file
Realword,Roy Z,0,7802095,Chemical Wedding,Cidade Negra,Metal,MPEG audio file
First Time I Met The Blues,Eurreal Montgomery,0,4604995,The Best Of Buddy Guy - The Millenium Collection,Cláudio Zoli,Blues,MPEG audio file
Let Me Love You Baby,Willie Dixon,0,5716994,The Best Of Buddy Guy - The Millenium Collection,Cláudio Zoli,Blues,MPEG audio file
Stone Crazy,Buddy Guy,0,14184984,The Best Of Buddy Guy - The Millenium Collection,Cláudio Zoli,Blues,MPEG audio file
Pretty Baby,Willie Dixon,0,7848282,The Best Of Buddy Guy - The Millenium Collection,Cláudio Zoli,Blues,MPEG audio file
When My Left Eye Jumps,Al Perkins/Willie Dixon,0,7685363,The Best Of Buddy Guy - The Millenium Collection,Cláudio Zoli,Blues,MPEG audio file
Leave My Girl Alone,Buddy Guy,0,6859518,The Best Of Buddy Guy - The Millenium Collection,Cláudio Zoli,Blues,MPEG audio file
She Suits Me To A Tee,Buddy Guy,0,4456321,The Best Of Buddy Guy - The Millenium Collection,Cláudio Zoli,Blues,MPEG audio file
Keep It To Myself (Aka Keep It To Yourself),Sonny Boy Williamson [I],0,5487056,The Best Of Buddy Guy - The Millenium Collection,Cláudio Zoli,Blues,MPEG audio file
My Time After Awhile,Robert Geddins/Ron Badger/Sheldon Feinberg,0,6022698,The Best Of Buddy Guy - The Millenium Collection,Cláudio Zoli,Blues,MPEG audio file
Too Many Ways (Alternate),Willie Dixon,0,4459946,The Best Of Buddy Guy - The Millenium Collection,Cláudio Zoli,Blues,MPEG audio file
Talkin' 'Bout Women Obviously,Amos Blakemore/Buddy Guy,0,19161377,The Best Of Buddy Guy - The Millenium Collection,Cláudio Zoli,Blues,MPEG audio file
Jorge Da Capadócia,Jorge Ben,0,5842196,Prenda Minha,Various Artists,Latin,MPEG audio file
Prenda Minha,Tradicional,0,3225364,Prenda Minha,Various Artists,Latin,MPEG audio file
Meditação,Tom Jobim - Newton Mendoça,0,4865597,Prenda Minha,Various Artists,Latin,MPEG audio file
Terra,Caetano Veloso,0,15889054,Prenda Minha,Various Artists,Latin,MPEG audio file
Eclipse Oculto,Caetano Veloso,0,7382703,Prenda Minha,Various Artists,Latin,MPEG audio file
"Texto ""Verdade Tropical""",Caetano Veloso,0,2752161,Prenda Minha,Various Artists,Latin,MPEG audio file
Bem Devagar,Gilberto Gil,0,4333651,Prenda Minha,Various Artists,Latin,MPEG audio file
Drão,Gilberto Gil,0,5065932,Prenda Minha,Various Artists,Latin,MPEG audio file
Saudosismo,Caetano Veloso,0,4726981,Prenda Minha,Various Artists,Latin,MPEG audio file
Carolina,Chico Buarque,0,5924159,Prenda Minha,Various Artists,Latin,MPEG audio file
Sozinho,Peninha,0,6253200,Prenda Minha,Various Artists,Latin,MPEG audio file
Esse Cara,Caetano Veloso,0,7217126,Prenda Minha,Various Artists,Latin,MPEG audio file
Mel,Caetano Veloso - Waly Salomão,0,9854062,Prenda Minha,Various Artists,Latin,MPEG audio file
Linha Do Equador,Caetano Veloso - Djavan,0,10003747,Prenda Minha,Various Artists,Latin,MPEG audio file
Odara,Caetano Veloso,0,4704104,Prenda Minha,Various Artists,Latin,MPEG audio file
A Luz De Tieta,Caetano Veloso,0,8507446,Prenda Minha,Various Artists,Latin,MPEG audio file
Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu,David Corrêa - Paulinho Carvalho - Carlos Sena - Bira do Ponto,0,10364247,Prenda Minha,Various Artists,Latin,MPEG audio file
Vida Boa,Fausto Nilo - Armandinho,0,9411272,Prenda Minha,Various Artists,Latin,MPEG audio file
Sozinho (Hitmakers Classic Mix),,0,14462072,Sozinho Remix Ao Vivo,Led Zeppelin,Latin,MPEG audio file
Sozinho (Hitmakers Classic Radio Edit),,0,6455134,Sozinho Remix Ao Vivo,Led Zeppelin,Latin,MPEG audio file
Sozinho (Caêdrum 'n' Bass),,0,10975007,Sozinho Remix Ao Vivo,Led Zeppelin,Latin,MPEG audio file
Carolina,,0,5375395,Minha Historia,Frank Zappa & Captain Beefheart,Latin,MPEG audio file
Essa Moça Ta Diferente,,0,5568574,Minha Historia,Frank Zappa & Captain Beefheart,Latin,MPEG audio file
Vai Passar,,0,12359161,Minha Historia,Frank Zappa & Captain Beefheart,Latin,MPEG audio file
Samba De Orly,,0,5431854,Minha Historia,Frank Zappa & Captain Beefheart,Latin,MPEG audio file
"Bye, Bye Brasil",,0,9499590,Minha Historia,Frank Zappa & Captain Beefheart,Latin,MPEG audio file
Atras Da Porta,,0,6132843,Minha Historia,Frank Zappa & Captain Beefheart,Latin,MPEG audio file
Tatuagem,,0,5645703,Minha Historia,Frank Zappa & Captain Beefheart,Latin,MPEG audio file
O Que Será (À Flor Da Terra),,0,5574848,Minha Historia,Frank Zappa & Captain Beefheart,Latin,MPEG audio file
Morena De Angola,,0,6373932,Minha Historia,Frank Zappa & Captain Beefheart,Latin,MPEG audio file
Apesar De Você,,0,7886937,Minha Historia,Frank Zappa & Captain Beefheart,Latin,MPEG audio file
